,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
2030,3AKSCZRI,journalArticle,1950,"Tiscornia, J.",La meteorologia agrícola debe interesar y pesar en las resoluciones de la IV Conferancia Interamericana de Agricultura [Agricultural meteorology should be of interest and figure in the resolution of the IV inter-American Conference on Agriculture],Revista Meteorologica,,,,,1950,123–129,,35,9,,,,Spanish,,WB 00224,,,,
2031,S7MEBMDB,journalArticle,1927,"Vellando, I.",Servicio meteorológico agrícola [Agricultural meteorological service],Boletín del Instituto Nacional de Investigaciones y Experiencias Agronomícas y Forestales,,,,,1927,38–39,,1,1,,,,Spanish,,WB 00241,,,,
2032,FU2HX7IX,book,1929,"Vavilov, N. I.; Bukinich, D. D.",Zemlede'cheskii Afganistan [Agricultural Afghanistan],,,,,,1929,,,,,,,Leningrad,Russian,,WB 00240,,,,
2033,AQPA5QQL,report,1950,U.S. Department of Agriculture,Better utilization of Weather Bureau information for cotton,,,,,,1950,,,,,,,,English,U.S. Interdepartmental Comm. on Utilization Weather Bur. Serv. Agr.,WB 00230,,,,
2034,58V97UPK,report,1949,U.S. Department of Air Force,Machine methods of weather statistics,,,,,,1949,,,,,,U.S. Department of Air Force,"New Orleans, La",English,,WB 00231,,,,
2035,54SU7B4L,bookSection,1929,"Turnbull, J.",Meteorological research and fruit production,"Conference of Empire Meteorologists, 1929, Agricultural Section. II. Papers and Discussions",,,,,1929,115–120,,,,,H.M. Stationery Office,London,English,,WB 00229,,,,
2036,ED57C6PM,journalArticle,1939,"Trumble, H. C.",Climatic factors in relation to the agricultural regions of Southern Australia,Transactions of the Royal Society of South Australia,,,,,1939,36–43,,,63,,,,English,,WB 00228,,,,
2037,ZWVUKMUF,journalArticle,1939,"Troll, C.; Schottenloher, R.","Ergebnisse wissenschaftlicher Reisen in Äthiopien. 1. Von Eritrea nach Donday, Addis Abeba und Harar [Results of scientific journeys in Ethiopia. 1. From Eritrea to Donday, Addis Ababa and Harar]",Petermanns Geographische Mitteilungen,,,,,1939,217–238,,7-8,85,,,,German,,WB 00227,,,,
2038,2S83C5FP,journalArticle,1935,"Troll, C.",Wüstensteppen und Nebeloasen im südnubischen Küstengebirge. Studien zur Vegetations- und Landschaftskunde der Tropen I [Desert steppes and fog oases in the southern Nubian coastal mountains; study of vegetation and landscape of the tropics I],Zeitschrift der Gesellschaft für Erdkunde zu Berlin,,,,,1935,241–281,,,7–8,,,,German,,WB 00226,,,,
2039,H9P888UP,book,1958,"Ventskevich, G. Z.",Sel'skokhaziāistvennaiā Meteorologiiā [Agricultural Meteorology],,,,,,1958,,323,,,,Gidrometeorizdat,Leningrad,Russian,,WB 00242,,,,
2040,N8AX7F9C,report,1943,"Clayton, H. H.",Solar relations to weather and life,,,,,,1943,101–102,,,,,,Massachusetts,English,The Clayton Weather Service,WB 00283; WB 01090,,,,1
2041,S6UZUK95,book,1930,"Carton, P.",Météorologie et ses applications dans les pays tropicaux,,,,https://gallica.bnf.fr/ark:/12148/bpt6k9745408v/f11.image.texteImage,,1930,,20,,,,Imprimerie d'Extrême Orient,Hanoi,French,,WB 00282; WB 00442,,,,
2042,WQ53I5D6,book,1912,"Brounov, P. I.",Crops and weather,,,,,,1912,,,,,,,St. Petersburg,French,,WB 00281,,,,
2043,KHRVWJPC,book,1911,"Bonacina, L. C. W.",Climatic control,,,,,,1911,,167,,,,A. and C. Black,London,English,,WB 00277,,,,
2044,9S6WB4SZ,book,1949,"Boerman, W. E.","Klimaat, klimaattykes, klimaatgebieden, Bodemproductie, Bevolkung [Climate, climatic types, climatic regions, agriculture and population]",,,,,,1949,,,,,,Noorduyn's Wetenschappelijke Reeks,Gorinchem,Dutch,,WB 00276,,,,
2045,FJ5G3YTC,book,1947,"Berg, L. S.",Klimat i zhizn' [Climate and life],,,,,,1947,,,,,,OGIZ,Moscow,Russian,,WB 00275,,,,
2046,FHJPQEZZ,report,1924,"Bates, C. G.",Forest types in the central Rocky Mountains as affected by climate and soil,,,,,,1924,,,,,,,,English,Bulletin of the U.S. Department of Agriculture,WB 00272,,,,1233
2047,A9AKCNU3,book,1912,"Balls, W. L.",The cotton plant in Egypt. Studies in physiology and genetics,,,,,,1912,,202,,,,The MacMillan Co.,London,English,,WB 00271,,,,
2048,TINA7Y23,book,1936,"Baker, O. E.",Atlas of American agriculture,,,,,,1936,,,,,,Government Printing Office,"Washington, D. C.",English,,WB 00270,,,,
2049,YYVFCXKN,book,1937,"Azzi, G.",Cooperative agricultural technique,,,,,,1937,,,,,,Tipografia arte della Stampa,Rome,Italian,,WB 00268,,,,
2050,7FV55JT9,book,1932,"Alcázar Martínez, E.",La agricultura y el clima [Agriculture and climate],,,,,,1932,,175,,,,Biblioteca Agrícola Salvat,Barcelona,Spanish,,WB 00265,,,,
2051,9BRC9B6I,report,1905,"Abbe, C.",A first report on the relations between climates and crops,,,,,,1905,,,,,,U.S. Department of Agriculture,,English,Bulletin of the Weather Bureau,WB 00264,,,,36
2052,8DLCF8VU,journalArticle,1905,"Wilson-Barker, D.",The connection of meteorology with other sciences,Quarterly Journal of the Royal Meteorological Society,,,,,1905,85–94,,134,31,,,,English,,WB 00259,,,,
2053,7DBIYBWT,journalArticle,1949,"Willcox, O. W.",Verification of the Mitscherlich Effect Law,Journal of the American Society of Agronomy,,,,,1949,225–229,,6,41,,,,English,,WB 00258,,,,
2054,AUM6JI8L,journalArticle,1948,"Whitmore, J. S.",Agroclimatology. The scope of its application to S. A. Agriculture,Farming in South Africa,,,,,1948,293–303,,266,23,,,,English,,WB 00256,,,,
2055,CN7SZRXU,journalArticle,1950,"Watson-Watt, R.",The evolution of Meteorology Institution in the United Kingdom,Quarterly Journal of the Royal Meteorological Society,,,,,1950,115–124,,328,76,,,,English,,WB 00252,,,,
2056,KMB7CT6Z,report,1950,"Walter, A.",Research scheme on climatic data in relation to agriculture,,,,,,1950,41,,,,,,,English,Annual Report of the East African Agriculture and Forestry Research Organization 1949,WB 00249,,,,
2057,6BXBWSA5,journalArticle,1947,"Wakeley, J. T.; Rigney, J. A.",Use of frequency distributions of weather factors in agrnonomic practices,Journal of the American Society of Agronomy,,,,,1947,1088–1093,,,39,,,,English,,WB 00248,,,,
2058,5JSYH6ZR,journalArticle,1949,"Vernet, A.",Projet d'organisation d'une Section de Bioclimatologie agricole au Centre de Recherches Agronomiques du Maroc [Project for the organization of a Section of Agricultural Bioclimatology in the Moroccan Center of Agricultural Research],Les Cahiers de la Recherche agronomique du Maroc,,,,,1949,141–159,,,2,,,,French,,WB 00244,,,,
2059,B6SQKW4U,report,1914,"Verbetskii, K. L.",Proekt programmy rabot po s. kh. meteorologii [Plan for the program of work in agricultural meteorology],,,,,,1914,,,,,,"Otdel sel'skokhoziāistvenni meteorologii pri Poltavskoi opytnoi stantsii, Poltava",,Russian,,WB 00243,,,,
2060,Q38F8TYS,book,1946,"Combes, R. L.",La forme des végétaux et le milieu [Plant forms and their environmental conditions],,,,,,1946,,222,,,,A. Collin,Paris,French,,WB 00284,,,,
2061,WSVB4N3V,book,1948,"Crocker, W.",Growth of plants,,,,,,1948,,459,,,,Reinhold Publishing Corp.,New York,English,,WB 00288,,,,
2062,EA3TAVTR,book,1911,"Costanzo, G.; Negro, C.",Meteorología agrícola [Agricultural meteorology],,,,,,1911,,200,,,,Ulrico Hoepli,Milano,Italian,,WB 00286,,,,
2063,ZWPUWLKN,book,1950,"Conrad, V.; Pollak, L. W.",Methods in climatology,,,,,,1950,,459,,,,Harvard University Press,"Cambridge, Massachusetts",English,,WB 00285,,,,
2064,WSPTGG4J,book,1947,"Daigo, Y.",Agricultural meteorology,,,,,,1947,,252,,,,"Asakura Book Co., Ltd.",Tokyo,Japanese,,WB 00291,,,,
2065,WWMM72YN,book,1943,"Daigo, Y.",Study on industrial meteorology [Ser. 1 and 2],,,,,,1943-04,,,,,,Kyoritsu Publisher,Tokyo,Japanese,,WB 00290,,,,
2066,F28KFWQ6,book,1947,"Daigo, Y.",Study on industrial meteorology [Ser. 3 and 4],,,,,,1947-08,,,,,,Kyoritsu Publisher,Tokyo,Japanese,,WB 00290,,,,
2067,ZC8BPYE9,book,1943,"Daigo, Y.",Plant physiological meteorology,,,,,,1943,,,,,,Kyoritsu Publisher,Tokyo,Japanese,,WB 00289,,,,
2068,5AZ75CZS,book,1950,"Daigo, Y.",Agriculture and weather,,,,,,1950,,248,,,,"Asakura Book Co., Ltd.",Tokyo,Japanese,,WB 00293,,,,
2069,DFIPZCMW,book,1947,"Daigo, Y.",Agriculture and meteorology,,,,,,1947,,228,,,,"Asakura Book Co., Ltd.",Tokyo,Japanese,,WB 00292,,,,
2070,KXQK27JA,book,1947,"Daubenmire, R. F.",Plants and environment,,,,,,1947,,424,,,,"John Wiley & Sons, Inc.",New York,English,,WB 00297,,,,
2071,VEN93N29,journalArticle,1950,"Dale, R. F.",Agricultural meteorology in the U.S.A.,Weather,00431656,10.1002/j.1477-8696.1950.tb01116.x,http://doi.wiley.com/10.1002/j.1477-8696.1950.tb01116.x,,1950,385-388,,11,5,,,,English,,+ WB 00296,Crossref,,"Dale, R. F.; United States Weather Bureau; USA; Weather (J)",
2072,V8JTTZJM,book,1936,"David, R. E.",Sel'skokhoziāistvennaiā meteorologiiā [Agricultural meteorology],,,,,,1936,,406,,,,Gosudarst. Izdat.,Moscow,Russian,,WB 00298,,,,
2073,7DV7T62A,book,1948,"De Fina, A. L.",Los elementos climáticos y los cultivos [Climatic elements and crops],,,,,,1948,,258,,,,Editorial Sudamérica,Buenos Aires,Spanish,,WB 00300,,,,
2074,4U3G7P3U,book,1936,"Duggar, B. M.",Biological effects of radiation,,,,,,1936,,1342,,,,"McGraw-Hill, Book Co.",New York,English,,WB 00304,,,,
2075,BZ5UIBJT,book,1927,"Engberg, R. C.",Industrial prosperity and the farmer,,,,,,1927,,286,,,,The MacMillan Co.,New York,English,,WB 00305,,,,
2076,QNUSJIAM,book,1932,"Figurovskii, I. I.",Agrometeorologiiā [Agrometeorology],,,,,,1932,,176,,,,,"Baku, U.S.S.R.",Russian,,WB 00306,,,,
2077,RGUMUET8,book,1912,"Fowler, J. S.; Mariott, W.",Our weather,,,,,,1912,,131,,,,"J. M. Dent & Sons, Ltd.",London,English,,WB 00308,,,,
2078,3I2KXBPR,book,1949,"Gates, F. C.",Field manual of plant ecology,,,,,,1949,,137,,,,"McGraw-Hill, Book Co.",New York,English,,WB 00309,,,,
2079,TS2ULXS2,book,1947,"Holdefleiss, P.",Ziraat meteorolojisi [Agricultural meteorology],,,,,,1947,,112,,,,Meteorol. Yayinlar,,Turkish,,WB 00316,,,,
2080,3XPIEEXI,book,1914,"Huntington, E.",The climatic factor as illustrated in arid America,,,,,,1914,,341,,,Publications of the Carnegie Institution of Washington,,,English,,WB 00317,,,,
2081,ARTH8FF4,book,1916,"Inagaki, O.",Agricultural meteorology,,,,,,1916,,528,,,,Hakubunkan Book Co.,Tokyo,Japanese,,WB 00319,,,,
2082,SKEJVXGJ,book,1950,"Kato, M.",Agriculture and microclimatology,,,,,,1950,,106,,,,Kahoku-Sinposha,Tokyo,Japanese,,WB 00323,,,,
2083,5TFLSG3B,journalArticle,1929,"Kephalās, A.",Peri tes dianomes tes broches eis ten notioanaoliken Sterean Hellada kai Peloponneson [Rainfall distribution in southeast central Greece and the Peloponnesus],Prakt. Akad. Athenōn,,,,,1929,10–15,,,4,,,,Greek,,WB 00327,,,,
2084,4NJTBPYS,book,1948,"Murneek, A. E.; Whyte, R. O.",Vernalization and photoperiodism,,,,,,1948,,196,,,,Chronica Botanica Co.,"Waltham, Mass.",English,,WB 00354,,,,
2085,LVA4RMZS,book,1937,Vv.Aa.,Mirovoi agro-klimaticheskii spravochnik [World agro-climatic handbook],,,,,,1937,,418,,,,Gidromet. Izdat.,Leningrad,Russian,,WB 00352,,,,
2086,EKUDC2I3,book,1939,"Mills, C. A.",Medical climatology: climatic and weather influences in health and disease,,,,,,1939,,296,,,,Charles C. Thomas Publisher,"Springfield, Illinois",English,,WB 00350,,,,
2087,7ZWV6QBY,book,1950,"Mead, D. W.",Hydrology,,,,,,1950,,729,,,,"McGraw-Hill, Book Co.",New York,English,,WB 00348,,,,
2088,NTV8VWSV,book,1929,"Maximov, N. A.",The plant in relation to water,,,,,,1929,,451,,,,"George Allen & Unwin, Ltd.",London,English,,WB 00346,,,,
2089,JPIZNZ45,book,1946,"Massibot, J. A.",La technique des essais culturaux et des études d'écologie agricole [Technique of agricultural experiments and of studies of agricultural ecology],,,,,,1946,,737,,,,Georges Frère,Tourcoing,French,,WB 00345,,,,
2090,VIYAYP2G,book,1932,"Martinez, E. A.",La agricultura y el clima [Agriculture and climate],,,,,,1932,,175,,,,Biblioteca Agrícola Salvat,Barcelona,Spanish,,WB 00344,,,,
2091,IFABT8DI,book,1925,"Lysenko, T. D.",The theoretical basis of vernalisation,,,,,,1925,,153,,,,Selskosgys,Moscow,Russian,,WB 00340,,,,
2092,RJ2AUBWT,book,1949,"Lundegårdh, H.",Klima und Boden in ihrer Wirkung auf das Pflanzenleben [Climate and soil in their effect on plant life],,,,,,1949,,484,,,,Gustav Fischer,Jena,German,,"WB 00339, WB 00848; + WB 02237",,,,
2093,XDYYQMD2,book,1947,"Koloskov, P. I.",Agroklimaticheskoe raionirovanie Kazakhstana [Agroclimatic regionalization of Kazakstan],,,,,,1947,,,,,,Izdat. Akad. Nauk. S.S.S.R.,Moscow,Russian,,WB 00334,,,,
2094,I5IAWSG8,book,1942,"Klages, K. H. W.",Ecological crop geography,,,,,,1942,,615,,,,The MacMillan Co.,New York,English,,WB 00331,,,,
2095,YD6A7G8F,book,1948,"Kittredge, J.","Forest influences: the effect of woody vegetation on climate, water, and soil, with applications to the conservation of water and the control of floods and erosion",,,,,,1948,,394,,,,"McGraw-Hill, Book Co.",New York,English,,WB 00330,,,,
2096,3RYKKR5N,book,1948,"Kessler, O. W.; Kaempfert, W.","Wetterkunde für Gärtner, Weinbauern und Landwirte [Meteorology for the gardener, vinegrower and farmer]",,,,,,1948,,83,,,,Eugen Ulmer,Stuttgart,German,,WB 00329,,,,
2097,RPD2I9C9,book,1946,"Osorio, L. H.",El clima y los seres vivos [Climate and living beings],,,,,,1946,,181,,,,Publ. Ministerio Econ. Nacl.,Bogotá,Spanish,,WB 00358,,,,
2098,XES8IFD5,book,1948,"Neuberger, H. H.; Briscoe, S. F.",Weather and man,,,,,,1948,,272,,,,"Prentice-Hall, Inc.",New York,English,,WB 00357,,,,
2099,BZR2NL96,book,1907,"Nedelkortch, M.",Meteorology and agriculture,,,,,,1907,,100,,,,,Beograd,Russian,,WB 00356,,,,
2100,4XLVSGYI,book,1946,"Píery, M.; Dufay, J.; Enselme, J.; Favrot, C.; Flajolet, P.",Le climat de Lyon et de la région lyonnaise [The climate of Lyons and of the Lyons region],,,,,,1946,,389,,,,Editions Cartier,Lyon,French,,WB 00360,,,,
2101,7IDGXWY7,book,1948,"Prytz, K. S.",Landbrugsmeteorologiske korrelationsundersøgelser [Agricultural meteorological correlation studies],,,,,,1948,,127,,,,"Akademiet for de Tekniske Videnskaber og Danks Ingeniøforening, G. E. C. Grad.",Copenhagen,Danish,,WB 00361,,,,
2102,Q32FLXAK,book,1950,"Sapozhnikova, S. A.",Microclimate and local climate,,,,,,1950,,289,,,,Hydrometeorologisdier Verlag,,German,,WB 00366,,,,
2103,66YGULWL,book,1929,"Sambikin, M. M.",Kurs sil's'logospodarchoi meteorologii. Pt. 1 [Course of agricultural meteorology],,,,,,1929,,268,,,,State printing office of Ukraine,,Ukranian,,WB 00363,,,,
2104,GC4EEZSG,book,1925,"Schmauß, A.",Wetterkunde und Landwirtschaft [Meteorology and agriculture],,,,,,1925,,38,,,,Paul Parey,Berlin,German,,WB 00367,,,,
2105,2EM4XRLX,book,1945,"Takahashi, K.",Meteorological statistics,,,,,,1945,,112,,,,Kawade Book Co.,Tokyo,Japanese,,WB 00380,,,,
2106,3IE5ENDY,book,1950,"Suzuki, S.",Agricultural meteorology,,,,,,1950,,274,,,,"Yokendo Book Co., Ltd.",,Japanese,,WB 00378,,,,
2107,N5X3G29I,book,1942,"Suzuki, S.",Agro-physics,,,,,,1942,,239,,,,"Yokendo Book Co., Ltd.",Tokyo,Japanese,,WB 00377,,,,
2108,GYT82674,book,1947,"Suzuki, O.",Sericultural meteorology,,,,,,1947,,141,,,,Hokuyukan Book Co.,Tokyo,Japanese,,WB 00376,,,,
2109,DQ33Z8TP,journalArticle,1920,"Smith, J. W.",Agricultural meteorology,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1920)48<281:AM>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281920%2948%3C281%3AAM%3E2.0.CO%3B2,,1920,281-282,,5,48,,,,English,,WB 00374,Crossref,,,
2110,R68CFIPE,book,1950,"Schroeder, G.",Landwirtschaftlicher Wasserbau [Agricultural hydrology],,,,,,1950,,510,,,,Springer Verlag,Berlin,German,,WB 00369,,,,
2111,UI2Z66W8,book,1937,"Trewartha, G. T.",An introduction to weather and climate,,,,,,1937,,373,,,,"McGraw-Hill, Book Co.",New York,English,,WB 00382,,,,
2112,UI57BPMW,book,1941,U.S. Department of Agriculture,Yearbook of agriculture. Climate and man,,,,,,1941,,1248,,,,Government Printing Office,"Washington, D. C.",English,,WB 00383,,,,
2113,HFF9932B,book,1949,"Voigts, H.","Wetter, Klima, Leben: Anregungen und Aufgaben für physikalisch-geographisch-biologische Arbeitsgemeinschaften und für Landheimunterricht [Weather, climate, life]",,,,,,1949,,140,,,,A. Lax,Hildesheim,German,,WB 00394,,,,
2114,9CWXYRJT,book,1946,"Whyte, R. O.",Crop production and environment,,,,,,1946,,372,,,,Faber & Faber (The Scientific Press),London,English,,WB 00396,,,,
2115,ZNGCGJ9K,journalArticle,1949,"Wolfe, J. N.; Wareham, R. T.; Scofield, H. T.","Microclimates and macroclimates of Neotoma, a small valley in central Ohio",Bulletin of the Ohio Biological Survey,,,,,1949,1–267,,8,41,,,,English,,WB 00397,,,,
2116,YLCLI3VG,book,1938,"Zdanovskii, I. A.; Naryshkina, E. P.",Climatological handbook for the Moscow district,,,,,,1938,,99,,,,Gidrometeorol. Izdat.,Moscow,Russian,,WB 00400,,,,
2117,RZTP7ZIG,journalArticle,1914,"Akemine, M.",Über das Blühen des Reises und einige sich daran anknüpfende Erscheinungen [On the blooming of rice and some related phenomena],Zeitschrift für Pflanzenzüchtung,,,,,1914,339–375,,,2,,,,German,,WB 00402,,,,
2118,26QJVBAU,journalArticle,1920,"Azzi, G.",L'influence des phénomènes météorologiques sur la vegetation [The influence of meteorological phenomena on vegetation],Revue scientifique,,,,,1920,115–116,,4,58,,,,French,,WB 00407,,,,
2119,4R4SY5FC,book,1949,"Aubréville, A.","Climats, Forêts et désertification de'l Afrique tropicale [Climates, forests and desertification of tropical Africa]",,,,,,1949,,351,,,,Société d'Éditions Géographiques Maritimes et Coloniales,Paris,French,,WB 00406,,,,
2120,JZDTCAG6,book,1950,"Ashbel, D.",Atlas-aklimi le-Erets-Yisrael u-sheknenoteha [Bioclimatic atlas of Israel],,,,,,1950,,151,,,,Meteorological Department of the Hebrew University in Jerusalem,Jerusalem,Hebrew,,WB 00405,,,,
2121,MLF4S3RE,journalArticle,1925,"Anderson, E. S.",The beet sugar industry of Nebraska as a response to geographic environment,Economic Geography,,,,,1925,373–386,,3,1,,,,English,,WB 00404,,,,
2122,CX242S9C,journalArticle,1934,"Allen, W. E.",What is an Optimum?,Ecology,00129658,10.2307/1932793,http://doi.wiley.com/10.2307/1932793,,1934,218-221,,2,15,,,,English,,WB 00403,Crossref,,,
2123,SFFWLL5T,journalArticle,1927,"Azzi, G.",Effetto dei fattori meteorologici sullo sviluppo e il rendimento del mais in Umbria [Effect of meteorological factors on the yield of maize in Umbria],Coltivatore,,,,,1927,492–497,,34,73,,,,Italian,,WB 00408,,,,
2124,MJB7PSCD,journalArticle,1928,"Azzi, G.",The concept of limit in the distribution of cultivated plants,Italia agricola,,,,,1928,,,1,65,,,,Italian,,WB 00409,,,,
2125,KPJFQZQR,journalArticle,1928,"Azzi, G.",Rappresentazione cartografica dei valori meteorologici in relazione allo sviluppo delle piante agrarie [The cartographic representation of meteorological values in relation with the development of cultivated plants],Nuova agricoltura,,,,,1928,111–121,,,1,,,,Italian,,WB 00410,,,,
2126,W2P2LUWT,journalArticle,1928,"Azzi, G.",The variation in mass of wheat as a mean of adaptation to favourable and unfavourable conditions of the environment,Italia agricola,,,,,1928,,,2,65,,,,Italian,,WB 00411,,,,
2127,RQXM3TLI,journalArticle,1933,"Azzi, Girolamo",Gli equivalenti meteorologici e la climatologia agraria [The meteorological equivalents and agricultural climatology],Meteorologia pratica,,,,,1933,20–27,,1,14,,,,Italian,,WB 00412,,,,
2128,43ZCREQV,book,1948,"Bacon, L. B.; Hainesworth, R. G.; Jasny, N.; Purves, C. M.; Volin, L.; Whipple, C. E.",Agricultural geography of Europe and the Near East,,,,,,1948,,,,,Miscellaneous Publications of the U.S. Department of Agriculture,"U.S. Department of Agriculture, Office of Foreign Agricultural Relations",,English,,WB 00419,,,,
2129,IIAEHU34,report,1939,"Azzi, G.",An effort to make an ecological classification of soils,,,,,,1939,,,,,,Ministry of Agriculture of the United States of Brazil,Rio de Janeiro,,Report presented to H.E. the Ministry of Agriculture of the United States of Brazil,WB 00414,,,,
2130,AKAUEX9M,book,1937,"Azzi, G.",The ecological framework of wheat in Brazil,,,,,,1937,,,,,Serie Triticea,Ministerio da Agricoltura Departamento nacional da produção vegetal,Rio de Janeiro,Portuguese,,WB 00413,,,,
2131,R5N4II8R,book,1922,"Baker, O. E.; Brooks, C. F.; Covert, J. R.; Hainesworth, R. G.",Seedtime and harvest: a graphic study of seasonal work on farm crops,,,,,,1922,,67,,,Miscellaneous Publications of the U.S. Department of Agriculture,,,English,,WB 00420,,,,
2132,EHUT6IPM,book,1937,U.S.S.R. Agro-Gidrometeorologicheskii Institut,Mirovoi agro-klimaticheskii spravochnik [World agro-climatic handbook],,,,,,1937,,417,,,,Gidromet. Izdat.,Moscow,Russian,,WB 00385,,,,
2133,QB8GHCSE,journalArticle,1947,"Baltadori, A.",L'andamento dei fattori meteorologici e il rendimento della Lupinella nel territorio di Perugia [The course of meteorological factors and the yield of Lupinella in the territory of Perugia],Ann. fac. agr.,,,,,1947,128–136,,,4,,,,Italian,,WB 00421,,,,
2134,GXINWCBL,book,1947,"Berg, H.",Einführung in die Bioklimatologie [Introduction to bioclimatology],,,,,,1947,,131,,,,H. Bouvier,Bonn,German,,WB 00424,,,,
2135,734C5GJW,journalArticle,1942,"Bergeiro, J. M.",La meteorología applicada al estudio de la vegetación [Meteorology applied to the study of vegetation],Revista Meteorologica,,,,,1942,62–86,,4,1,,,,Spanish,,WB 00425,,,,
2136,GYRXAAGT,journalArticle,1950,"Brabléc, J.","Klimatické vymezeni oblastí v ČSR, vhodnych pro pstováni ryze [The climatic demarcation of regions suitable for growing rice in Czechoslovakia]",Meteorol. zpràvy,,,,,1950,110–113,,5–6,4,,,,Czechoslovak,,WB 00432,,,,
2137,SWMJPKI9,journalArticle,1934,"Briccoli, M.",Nota preliminare sul clima e l'area di distribuzione del castagno [Preliminary note on the climate and area of distribution of the chestnut],Meteorologia pratica,,,,,1934,173–176,,3,15,,,,Italian,,WB 00433,,,,
2138,RZ9W7626,journalArticle,1923,"Bruner, W. E.; Weaver, J. E.",Size and structure of leaves of cereals in relation to climate: a study in crop ecology,Nebraska University Studies,,,,,1923,1–37,,3–4,23,,,,English,,WB 00437,,,,
2139,PWICJD8R,journalArticle,1925,"Carne, W. M.",Cracking and russeting of Dunn's and other apples,"Journal of the Department of Agriculture, West Australia",,,,,1925,214,,2,2,Ser. 2,,,English,,WB 00441,,,,
2140,TX7VUBYZ,journalArticle,1913,"Cascón Martínez, J.",El año meteorológico 1912 en la región palentina [The meteorological year 1912 in the region of Palencia],Progr. Agr. Pecuario,,,,,1913,810,,,19,,,,Spanish,,WB 00443,,,,
2141,4N3QQ6TA,journalArticle,1942,"Chapman, L. J.",Adaptation of crops in Ontario,Canadian Geographical Journal,,,,,1942,248–254,,5,24,,,,English,,WB 00445,,,,
2142,HD47ENV8,journalArticle,1948,"Chen, C. S.",The agro-climate of Formosa,"Memoirs of the Faculty of Agriculture, National Taiwan University",,,,,1948,1–60,,1,2,,,,Chinese,,WB 00446,,,,
2143,GGE8T27I,report,1934,"Chroboczek, E.",A study of some ecological factors influencing seed-stalk development in beets (Beta Vulgaris L.),,,,,,1934,84,,,,,,,English,Memoirs of the Cornell Agricultural Experiment Station,WB 00447; + WB 01919; + WB 02437,,,,154
2144,UW3E4IGD,journalArticle,1940,"Clements, H. F.",Integration of climatic and physiologic factors with reference to the production of sugar cane,Hawaiian Planters' Record,,,,,1940,201–233,,,44,,,,English,,WB 00449,,,,
2145,TDMX8NNF,journalArticle,1940,"Clements, H. F.",Factors affecting the germination of sugar cane,Hawaiian Planters' Record,,,,,1940,117–146,,,44,,,,English,,WB 00448,,,,
2146,S7KLM8JP,report,1948,"Clements, H. F.; Shigeura, G.; Akamine, E.",Ripening sugarcane,,,,,,1948,120–124,,,,,,,English,Reports of the Hawaii Agricultural Experiment Station 1946–1948,WB 00451,,,,
2147,L58WZZL5,report,1948,"De Backer, S. M.",L'influence du climat sur les êtres vivants. La météorologie en Afrique [Influence of climate on living organisms. Meteorology in Africa.],,,,,,1948,44,,,,,Institut Royal Météorologique Belgique,Brussels,French,Miscellaneous fascicle,WB 00460; + WB 02465,,,,32
2148,A5D6IVWJ,bookSection,1940,"Holttum, R. E.",The uniform climate of Malaya as a barrier to plant migration,"Proceedings of the 6th Pacific Science Congress of the Pacific Science Association (Berkeley, California)",,,,,1940,669–671,,,4,,,,English,,WB 00500,,,,
2149,8XCX4VFP,journalArticle,1949,"Pittioni, B.",Die klimaökologische Formel als Hilfsmittel der biogeographischen Forschung [The climaticecological formula as an aid in biogeographical research],Wetter und Leben [Weather and life],,,,,1949,161–167,,7-8,2,,,,German,,WB 00574,,,,
2150,TVPDGLWA,report,1922,"Phillips, H. A.",Effect of climatic conditions on the blooming and ripening dates of fruit trees,,,,,,1922,1379–1416,,,,,,,English,Cornell University Agricultural Experiment Station Memoirs,WB 00572; + WB 01610,,,,59
2151,TPUFZCV5,journalArticle,1949,"Philipsborn, E. V.",Gottfried Wilhelm von Leibniz und die Bioklimatologie [Gottfried Wilhelm von Leibniz and bioclimatology],Meteorologische Rundschau,,,,,1949,177–178,,506,2,,,,German,,WB 00571,,,,
2152,GFDW5S4L,bookSection,1940,"Pfleiderer, H.; Buttner, K.",Bioklimatologie [Bioclimatology],Lehrbuch der Bäder- und Klimaheilkunde,,,,,1940,,,,,,Springer,Berlin,German,,WB 00570,,,,
2153,2HJLN6QK,journalArticle,1913,"Pearson, G. A.",A meteorological study of parks and timbered areas in the western yellow-pine forests of Arizona and New Mexico,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1913)41<1615:AMSOPA>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281913%2941%3C1615%3AAMSOPA%3E2.0.CO%3B2,,1913,1615-1629,,10,41,,,,English,,WB 00569,Crossref,,,
2154,JV66YP5I,book,1940,"Pavlov, V. N.",Klimati zhisn' [Climate and life],,,,,,1940,,78,,,,Nauchno Populiarnaia Biblioteka,Moscow,Russian,,WB 00568,,,,
